"","X","case_id","year2020","continuous_treat","binary_treat","withdraw_school","agri_hours_worked","cereal_consump","roots_consump","nuts_consump","vegetables_consump","meatfish_consump","fruit_consump","milk_consump","fats_consump","sugar_consump","spices_consump","days_ate","religion","own_nonagri_business","perception_food","perception_housing","perception_clothing","perception_healthcare","floods","urban","district","sdate","smonth","syear","real_annual_consump","health_consump","drugs_consump","outpatient_consump","hospitalization_consump","dist_road","dist_popcenter","wetness_index","annual_mean_temp","annual_precipitation","ill_2wks","year_cont","cant_feed_fam","did","illness_cause_1","illness_cause_2","loss_after_death","loss_value","died_from_illness","stop_activities_past_week","anyone_else_stop_activities","spending_4wks_illnesses","hosp_12mnths","cost_hosp","borrow_sell_fund_treatment","lat","long","binary_treat_nann","site_id","site_type","site_is_health_center","site_accessibility","site_number_of_IDPs","binary_treat_nann_4km","site_id_of_nearest_4km","binary_treat_nann_3km","site_id_of_nearest_3km","binary_treat_nann_2km","site_id_of_nearest_2km","binary_treat_nann_6km","site_id_of_nearest_6km","binary_treat_nann_7km","site_id_of_nearest_7km","binary_treat_nann_10km","site_id_of_nearest_10km","hh_size","highest_educ"
"3354",3354,309014750054,0,0,0,0,6,7,3,3,7,5,2,7,7,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",5,"6",2010,639352.5,0,0,0,0,34.4700012207031,42.6399993896484,16,221,1540,1,2010,0,0,"Diarrhea",NA,0,NA,1,NA,NA,0,18,NA,NA,-15.6688995361328,35.5890007019043,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"PH_010",1,"PH_010",1,"PH_010",9,12
"3355",3355,309014750056,0,0,0,0,10,7,0,0,7,3,0,0,1,0,7,7,"christianity",0,"1","3","1",3,0,0,"Phalombe",8,"6",2010,101603.3671875,0,0,0,0,34.3899993896484,41.4300003051758,20,221,1525,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,12,NA,NA,-15.6688995361328,35.5890007019043,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"PH_010",1,"PH_010",1,"PH_010",6,NA
"3356",3356,309014750070,0,0,0,0,4,7,2,2,7,0,1,0,1,0,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",8,"6",2010,118251.2109375,0,0,0,0,35.0299987792969,42.3300018310547,13,221,1538,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.6688995361328,35.5890007019043,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"PH_010",1,"PH_010",1,"PH_010",4,12
"3357",3357,309014750073,0,0,0,0,2,7,1,3,7,0,0,0,1,0,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",8,"6",2010,78764.859375,1816.06518554688,0,1816.06518554688,0,35.439998626709,42.3699989318848,15,221,1538,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,120,6,NA,NA,-15.6688995361328,35.5890007019043,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"PH_010",1,"PH_010",1,"PH_010",3,NA
"3358",3358,309014750083,0,0,0,0,20,7,2,0,7,1,0,0,1,1,7,7,"christianity",0,"2","1","2",2,0,0,"Phalombe",5,"6",2010,131950.875,0,0,0,0,34.5400009155273,42.7000007629395,13,221,1540,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.6688995361328,35.5890007019043,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"PH_010",1,"PH_010",1,"PH_010",4,8
"3359",3359,309014750093,0,0,0,0,7,7,1,0,7,4,0,0,1,0,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",7,"6",2010,165732.984375,1513.38757324219,1513.38757324219,0,0,34.5499992370605,43.2099990844727,13,221,1548,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,-15.6688995361328,35.5890007019043,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"PH_010",1,"PH_010",1,"PH_010",7,8
"3360",3360,309014750102,0,0,0,0,27,7,4,4,7,4,5,0,4,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",8,"6",2010,316413.15625,5459.8369140625,3480.79150390625,0,1979.04541015625,34.5400009155273,43.0499992370605,14,221,1548,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,13,NA,NA,-15.6688995361328,35.5890007019043,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"PH_010",1,"PH_010",1,"PH_010",7,NA
"3361",3361,309014750111,0,0,0,0,0,7,0,0,7,0,0,0,2,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",7,"6",2010,68316.296875,582.072143554688,0,0,582.072143554688,34.7200012207031,42.8199996948242,18,221,1548,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,7,NA,NA,-15.6688995361328,35.5890007019043,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"PH_010",1,"PH_010",1,"PH_010",4,NA
"3362",3362,309014750114,0,0,0,0,54,7,0,0,7,2,0,0,1,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",8,"5",2010,73901.7734375,0,0,0,0,34.810001373291,42.7900009155273,14,221,1548,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.6688995361328,35.5890007019043,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"PH_010",1,"PH_010",1,"PH_010",3,5
"3363",3363,309014750122,0,0,0,0,24,7,1,0,7,3,0,0,0,4,7,7,"christianity",0,"2","1","2",2,0,0,"Phalombe",8,"6",2010,179250.453125,2270.08154296875,2270.08154296875,0,0,34.689998626709,42.9700012207031,17,221,1548,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.6688995361328,35.5890007019043,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"PH_010",1,"PH_010",1,"PH_010",4,NA
"3364",3364,309015500014,0,2,1,0,0,7,0,6,7,2,0,0,0,0,7,7,"islam",0,"1","1","1",3,0,0,"Phalombe",18,"5",2010,179213.171875,9089.900390625,6204.2177734375,0,2885.6826171875,21.5,49.8899993896484,13,219,1629,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",2,3
"3365",3365,309015500038,0,2,1,0,5,5,1,3,5,1,1,0,3,3,5,5,"christianity",0,"1","1","1",3,0,0,"Phalombe",18,"5",2010,202919.609375,13851.2763671875,0,13851.2763671875,0,22.1499996185303,49.810001373291,13,219,1630,1,2010,1,0,NA,NA,NA,NA,NA,6,NA,480,8,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",4,NA
"3366",3366,309015500046,0,2,1,0,2,7,1,3,7,3,1,0,3,1,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",17,"5",2010,310854.4375,0,0,0,0,20.1299991607666,50.5999984741211,36,219,1628,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",7,NA
"3367",3367,309015500048,0,2,1,0,10,5,0,2,0,0,0,0,0,0,5,5,"christianity",0,"1","1","1",3,0,0,"Phalombe",17,"5",2010,50319.3046875,2741.3984375,0,2741.3984375,0,22.3099994659424,49.5900001525879,13,219,1624,1,2010,1,0,NA,NA,NA,NA,NA,6,0,110,6,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",3,4
"3368",3368,309015500068,0,2,1,0,14,7,0,5,7,1,0,0,3,5,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",18,"5",2010,166651.75,0,0,0,0,22.5599994659424,48.3600006103516,13,219,1613,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",3,6
"3369",3369,309015500069,0,2,1,0,6,7,1,0,7,4,0,0,1,7,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",18,"5",2010,120228.8359375,144.284133911133,144.284133911133,0,0,22.5799999237061,48.4000015258789,13,219,1613,1,2010,0,0,NA,NA,NA,NA,NA,0,NA,0,6,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",3,NA
"3370",3370,309015500078,0,2,1,0,9,7,4,3,7,5,3,0,7,7,7,7,"christianity",1,"2","2","2",2,0,0,"Phalombe",18,"5",2010,304284.34375,10677.025390625,10677.025390625,0,0,22.6000003814697,48.1300010681152,16,218,1610,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",5,NA
"3371",3371,309015500081,0,2,1,0,12,7,3,2,7,1,0,0,0,0,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",18,"5",2010,86364.640625,0,0,0,0,29.3400001525879,53.7099990844727,17,219,1669,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",3,12
"3372",3372,309015500084,0,2,1,0,15,7,3,3,7,2,0,0,7,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",17,"5",2010,222943.265625,0,0,0,0,22.8700008392334,48.060001373291,13,219,1613,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",5,NA
"3373",3373,309015500095,0,2,1,0,18,7,2,3,7,4,2,0,3,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",17,"5",2010,177470.953125,0,0,0,0,21.7099990844727,50.1300010681152,13,219,1629,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",2,9
"3374",3374,309015500096,0,2,1,0,12,7,3,3,7,4,0,0,7,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",17,"5",2010,206300.921875,4905.66064453125,4905.66064453125,0,0,21.6499996185303,50.1599998474121,13,219,1629,1,2010,1,0,NA,NA,NA,NA,NA,2,NA,0,6,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",3,NA
"3375",3375,309015500122,0,2,1,0,24,7,1,1,7,1,0,0,0,4,4,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",17,"5",2010,124710.7734375,0,0,0,0,21.9699993133545,50.1699981689453,13,219,1630,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",3,NA
"3376",3376,309015500123,0,2,1,0,0,7,1,0,7,0,0,0,0,2,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",17,"5",2010,48654.16796875,0,0,0,0,21.9200000762939,50.189998626709,14,219,1630,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,12,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",6,NA
"3377",3377,309015500127,0,2,1,1,8,7,0,2,7,4,2,0,7,7,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",17,"5",2010,394751.90625,7214.20654296875,7214.20654296875,0,0,22.1299991607666,48.4000015258789,15,218,1617,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",2,NA
"3378",3378,309015500129,0,2,1,0,0,7,0,0,7,2,0,0,1,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",17,"5",2010,87548.03125,721.420654296875,721.420654296875,0,0,22.2700004577637,48.5999984741211,16,218,1625,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",2,4
"3379",3379,309015500137,0,2,1,0,0,7,1,0,7,0,0,0,0,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",18,"5",2010,112133.1875,0,0,0,0,22.5499992370605,48.6199989318848,13,218,1625,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,16,NA,NA,-15.7524995803833,35.5485992431641,TRUE,"PH_020","School",0,1,178,1,"PH_020",0,NA,0,NA,1,"PH_020",1,"PH_020",1,"PH_020",8,NA
"3380",3380,309015690024,0,2,1,0,18,7,0,1,0,6,0,0,7,7,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",12,"10",2010,382256.875,0,0,0,0,43.5699996948242,55.3499984741211,14,224,1592,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,12,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",6,6
"3381",3381,309015690036,0,2,1,0,42,7,2,2,5,2,1,0,7,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",11,"10",2010,264989.46875,0,0,0,0,43.8300018310547,55.439998626709,13,224,1593,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",4,NA
"3382",3382,309015690048,0,2,1,0,33,7,0,0,7,7,0,0,7,7,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",11,"10",2010,273637.875,1694.91528320312,0,0,1694.91528320312,44.1800003051758,55.310001373291,15,224,1593,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",4,1
"3383",3383,309015690060,0,2,1,0,12,7,0,2,3,7,0,0,3,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",12,"10",2010,132770.25,0,0,0,0,44.3400001525879,55.0099983215332,15,224,1585,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",3,NA
"3384",3384,309015690084,0,2,1,1,36,7,3,0,7,6,0,0,2,0,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",11,"10",2010,232967.734375,3672.31640625,3672.31640625,0,0,44.189998626709,55.0499992370605,15,224,1585,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",7,NA
"3385",3385,309015690096,0,2,1,0,44,7,2,2,7,6,0,1,7,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",11,"10",2010,476392.25,1468.92651367188,1468.92651367188,0,0,44.7000007629395,54.7000007629395,13,224,1583,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,12,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",6,NA
"3386",3386,309015690108,0,2,1,0,16,7,4,1,7,2,0,0,0,0,0,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",12,"10",2010,57490.359375,1615.81921386719,1615.81921386719,0,0,44.5800018310547,54.5499992370605,15,224,1583,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",2,0
"3387",3387,309015690120,0,2,1,0,10,7,5,2,7,4,0,0,2,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",12,"10",2010,118597.7109375,564.971740722656,0,0,564.971740722656,44.4000015258789,54.9000015258789,17,224,1583,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",3,NA
"3388",3388,309015690144,0,2,1,0,2.5,7,2,3,7,2,0,0,2,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",12,"10",2010,260787.25,0,0,0,0,45.2200012207031,57.8199996948242,16,226,1585,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,12,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",6,12
"3389",3389,309015690156,0,2,1,0,0,7,3,3,7,6,1,2,4,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",12,"10",2010,416428.03125,0,0,0,0,44.8600006103516,54.9000015258789,13,224,1585,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",5,NA
"3390",3390,309015690168,0,2,1,0,16,7,0,2,7,3,0,2,2,7,7,7,"christianity",1,"2","2","2",2,0,0,"Phalombe",11,"10",2010,354440.6875,0,0,0,0,44.2000007629395,55.2400016784668,13,224,1585,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,12,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",6,9
"3391",3391,309015690180,0,2,1,0,0,4,0,1,4,1,0,0,0,2,4,4,"christianity",0,"1","1","1",3,0,0,"Phalombe",11,"10",2010,54725.4296875,0,0,0,0,44.6500015258789,54.9599990844727,14,224,1585,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",4,3
"3392",3392,309015690204,0,2,1,0,18,7,3,2,5,4,1,2,7,0,7,7,"christianity",0,"3","2","3",1,0,0,"Phalombe",11,"10",2010,247801.78125,0,0,0,0,44.1199989318848,54.9199981689453,16,224,1592,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",2,NA
"3393",3393,309015690216,0,2,1,0,9,7,2,4,7,4,4,0,3,0,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",12,"10",2010,143895.109375,734.463256835938,734.463256835938,0,0,44.4099998474121,55.2000007629395,13,224,1585,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",3,NA
"3394",3394,309015690228,0,2,1,0,0,7,3,2,6,3,0,0,0,0,7,7,"christianity",0,"3","3","3",1,0,0,"Phalombe",12,"10",2010,87163.3359375,1468.92651367188,1468.92651367188,0,0,44.6500015258789,55.2799987792969,20,224,1585,1,2010,0,0,NA,NA,NA,NA,NA,0,NA,0,2,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,8
"3395",3395,309015690252,0,2,1,0,0,7,3,2,4,5,3,7,7,7,7,7,"christianity",0,"3","3","3",1,0,0,"Phalombe",11,"10",2010,597150.8125,661.016967773438,661.016967773438,0,0,41.9000015258789,50.689998626709,14,222,1594,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.6647996902466,35.7290992736816,TRUE,"PH_024","School",0,1,392,1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",1,"PH_024",4,6
"3396",3396,309016030007,0,0,0,0,14,7,5,4,7,3,3,0,2,0,7,7,"christianity",0,"3","3","3",1,0,0,"Phalombe",15,"4",2010,460789.78125,616.844604492188,616.844604492188,0,0,34.1199989318848,50.7000007629395,16,219,1633,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,12,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",6,0
"3397",3397,309016030017,0,0,0,0,0,7,0,1,7,1,0,0,0,3,7,6,"christianity",0,"1","1","1",3,0,0,"Phalombe",15,"4",2010,168090.140625,8896.796875,0,7710.55712890625,1186.23962402344,33.9599990844727,51.0499992370605,14,219,1633,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,500,9,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",5,NA
"3398",3398,309016030028,0,0,0,0,6,7,2,2,7,3,0,0,2,6,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",15,"4",2010,181381.078125,0,0,0,0,33.9000015258789,51.1800003051758,14,219,1633,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",3,5
"3399",3399,309016030039,0,0,0,0,0,7,0,2,7,0,0,0,0,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",16,"4",2010,86716,0,0,0,0,33.9900016784668,51.4199981689453,14,219,1638,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",5,NA
"3400",3400,309016030049,0,0,0,0,0,7,0,2,7,0,0,0,0,0,7,7,"christianity",0,"2","1","2",2,0,0,"Phalombe",16,"4",2010,94112.859375,0,0,0,0,31.6499996185303,52.5499992370605,13,219,1655,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",1,3
"3401",3401,309016030060,0,0,0,0,42,7,0,0,4,4,0,0,0,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",16,"4",2010,119742.125,5397.39013671875,5397.39013671875,0,0,32.7099990844727,52.3800010681152,17,219,1651,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",7,NA
"3402",3402,309016030071,0,0,0,0,24,7,4,1,2,2,0,0,1,4,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",15,"4",2010,201692.921875,2253.85522460938,0,0,2253.85522460938,34.2299995422363,50.4599990844727,13,220,1624,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",4,NA
"3403",3403,309016030092,0,0,0,0,56,7,2,0,7,2,0,0,2,5,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",15,"4",2010,167797.03125,2698.69506835938,2698.69506835938,0,0,33.7999992370605,50.8899993896484,15,219,1633,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,12,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",6,11
"3404",3404,309016030103,0,0,0,0,21,7,1,0,5,5,0,0,0,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",16,"4",2010,61570.29296875,154.211151123047,154.211151123047,0,0,33.6699981689453,51.060001373291,13,219,1633,1,2010,0,0,NA,NA,NA,NA,NA,0,NA,0,2,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",1,NA
"3405",3405,309016030124,0,0,0,0,20,7,2,6,7,4,0,0,7,2,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",15,"4",2010,315671.71875,2775.80053710938,2775.80053710938,0,0,33.2000007629395,51.9000015258789,17,219,1643,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,16,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",8,NA
"3406",3406,309016030135,0,0,0,0,34,7,0,3,7,3,0,0,7,7,7,7,"christianity",1,"2","2","2",2,0,0,"Phalombe",15,"4",2010,297068.28125,3084.22290039062,3084.22290039062,0,0,33.2099990844727,51.7000007629395,17,219,1643,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",5,4
"3407",3407,309016030145,0,0,0,0,20,7,1,1,7,1,0,0,0,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",16,"4",2010,76723.4453125,4009.48974609375,4009.48974609375,0,0,33.2400016784668,51.5999984741211,17,219,1643,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",5,NA
