"","X","case_id","year2020","continuous_treat","binary_treat","withdraw_school","agri_hours_worked","cereal_consump","roots_consump","nuts_consump","vegetables_consump","meatfish_consump","fruit_consump","milk_consump","fats_consump","sugar_consump","spices_consump","days_ate","religion","own_nonagri_business","perception_food","perception_housing","perception_clothing","perception_healthcare","floods","urban","district","sdate","smonth","syear","real_annual_consump","health_consump","drugs_consump","outpatient_consump","hospitalization_consump","dist_road","dist_popcenter","wetness_index","annual_mean_temp","annual_precipitation","ill_2wks","year_cont","cant_feed_fam","did","illness_cause_1","illness_cause_2","loss_after_death","loss_value","died_from_illness","stop_activities_past_week","anyone_else_stop_activities","spending_4wks_illnesses","hosp_12mnths","cost_hosp","borrow_sell_fund_treatment","lat","long","binary_treat_nann","site_id","site_type","site_is_health_center","site_accessibility","site_number_of_IDPs","binary_treat_nann_4km","site_id_of_nearest_4km","binary_treat_nann_3km","site_id_of_nearest_3km","binary_treat_nann_2km","site_id_of_nearest_2km","binary_treat_nann_6km","site_id_of_nearest_6km","binary_treat_nann_7km","site_id_of_nearest_7km","binary_treat_nann_10km","site_id_of_nearest_10km","hh_size","highest_educ"
"3408",3408,309016030156,0,0,0,0,10,7,0,1,7,1,0,0,3,2,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",16,"4",2010,90433.984375,2467.37841796875,2467.37841796875,0,0,33.6500015258789,51.1599998474121,13,219,1633,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",5,NA
"3409",3409,309016030177,0,0,0,0,0,7,4,4,7,3,3,0,2,0,7,7,"christianity",0,"3","3","3",1,0,0,"Phalombe",16,"4",2010,170637.5,0,0,0,0,33.6199989318848,51.8600006103516,14,219,1647,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",7,NA
"3410",3410,309016030199,0,0,0,0,0,7,3,4,7,2,0,0,0,0,7,7,"islam",0,"3","2","3",1,0,0,"Phalombe",15,"4",2010,112596.1015625,0,0,0,0,33.1300010681152,51.1100006103516,13,219,1643,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,12,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",6,NA
"3411",3411,309016030200,0,0,0,0,20,6,4,6,6,3,0,0,2,0,6,7,"christianity",0,"3","2","3",1,0,0,"Phalombe",15,"4",2010,92369.234375,0,0,0,0,33.2799987792969,51.1800003051758,13,219,1643,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,-15.7070999145508,35.6455993652344,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_024",5,NA
"3412",3412,309017150033,0,0,0,0,8,7,2,0,7,4,0,0,0,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",12,"11",2010,69873.21875,2124.18286132812,2124.18286132812,0,0,24.3099994659424,56.9700012207031,14,218,1706,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,-15.861499786377,35.5960998535156,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",1,NA
"3413",3413,309017150050,0,0,0,0,15,7,1,3,7,4,0,0,3,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",11,"11",2010,106303.6484375,1416.12194824219,1416.12194824219,0,0,23.8099994659424,57.0999984741211,12,218,1718,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.861499786377,35.5960998535156,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",4,NA
"3414",3414,309017150067,0,0,0,0,36,7,3,4,7,4,0,0,2,7,7,7,"none",0,"2","2","2",2,0,0,"Phalombe",11,"11",2010,169294.65625,2549.01953125,2549.01953125,0,0,23.6200008392334,57.5400009155273,12,218,1718,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,-15.861499786377,35.5960998535156,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",5,NA
"3415",3415,309017150117,0,0,0,0,4,7,0,3,6,1,0,0,0,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",11,"11",2010,68395.3984375,0,0,0,0,24.3999996185303,57.2599983215332,13,218,1718,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,-15.861499786377,35.5960998535156,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",2,3
"3416",3416,309017150134,0,0,0,0,34,7,3,3,7,4,0,0,1,0,7,7,"christianity",0,"3","1","3",1,0,0,"Phalombe",12,"11",2010,159712.21875,0,0,0,0,24.6100006103516,57.2200012207031,14,218,1708,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.861499786377,35.5960998535156,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",4,4
"3417",3417,309017150150,0,0,0,0,17,7,2,3,4,0,0,0,0,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",12,"11",2010,104608.828125,0,0,0,0,24.3999996185303,57.2599983215332,13,218,1718,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.861499786377,35.5960998535156,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",4,NA
"3418",3418,309017150184,0,0,0,0,27,7,4,2,5,2,0,0,2,0,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",11,"11",2010,105307.2734375,0,0,0,0,24.5900001525879,56.7799987792969,14,218,1706,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,16,NA,NA,-15.861499786377,35.5960998535156,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",8,NA
"3419",3419,309017150201,0,0,0,0,30,7,0,0,7,0,0,0,0,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",12,"11",2010,44787.57421875,0,0,0,0,24.6000003814697,56.8600006103516,15,218,1706,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,-15.861499786377,35.5960998535156,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",5,NA
"3420",3420,309017150217,0,0,0,0,30,7,3,2,4,6,1,0,0,7,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",12,"11",2010,94608.1328125,0,0,0,0,24.3700008392334,57.0299987792969,16,218,1706,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,-15.861499786377,35.5960998535156,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",2,8
"3421",3421,309017150234,0,0,0,0,36,7,1,3,2,3,0,0,3,7,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",11,"11",2010,98812.6328125,0,0,0,0,24.3600006103516,57.0499992370605,16,218,1706,0,2010,1,0,"Malaria",NA,0,NA,1,NA,NA,0,4,NA,NA,-15.861499786377,35.5960998535156,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",2,NA
"3422",3422,309017150267,0,0,0,0,12,7,2,3,7,3,4,1,3,2,7,7,"christianity",1,"1","1","1",3,0,0,"Phalombe",12,"11",2010,200725.265625,0,0,0,0,22.7999992370605,58.0499992370605,12,218,1728,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.861499786377,35.5960998535156,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",4,NA
"3423",3423,309017150284,0,0,0,0,0,6,0,0,6,0,0,0,0,0,6,6,"christianity",0,"1","1","1",3,0,0,"Phalombe",12,"11",2010,46178.6484375,0,0,0,0,22.9899997711182,57.8699989318848,13,218,1728,1,2010,1,0,NA,NA,NA,NA,NA,0,NA,0,4,NA,NA,-15.861499786377,35.5960998535156,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",2,NA
"3424",3424,309017150301,0,0,0,0,13,7,2,1,7,2,7,1,0,0,7,6,"christianity",0,"1","2","1",3,0,0,"Phalombe",11,"11",2010,151374.15625,0,0,0,0,23.8199996948242,57.6500015258789,14,218,1718,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.861499786377,35.5960998535156,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",3,NA
"3425",3425,309017150334,0,0,0,0,0,7,1,2,7,4,2,2,6,7,7,7,"christianity",0,"2","3","2",2,0,0,"Phalombe",11,"11",2010,311210.15625,0,0,0,0,24.1900005340576,57.4300003051758,14,218,1718,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,-15.861499786377,35.5960998535156,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",2,NA
"3426",3426,309017200013,0,0,0,0,10,7,2,0,7,0,0,0,0,0,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",22,"2",2011,64977.37890625,0,0,0,0,29.6499996185303,55.1699981689453,13,219,1682,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.7496004104614,35.632999420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",3,NA
"3427",3427,309017200021,0,0,0,0,25,7,2,0,7,0,0,0,0,0,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",22,"2",2011,72145.5546875,0,0,0,0,29.4799995422363,55.0999984741211,13,219,1680,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.7496004104614,35.632999420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",3,NA
"3428",3428,309017200029,0,0,0,0,30,7,3,1,7,7,3,0,0,0,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",21,"2",2011,134002.359375,0,0,0,0,29.6499996185303,54.9300003051758,15,219,1680,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,-15.7496004104614,35.632999420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",2,NA
"3429",3429,309017200037,0,0,0,0,0,7,0,0,7,0,0,0,0,0,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",21,"2",2011,35636.1953125,0,0,0,0,29.8500003814697,54.6800003051758,14,219,1671,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,-15.7496004104614,35.632999420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",7,NA
"3430",3430,309017200052,0,0,0,0,8,7,3,2,7,4,0,0,3,0,7,7,"christianity",0,"2","1","2",2,0,0,"Phalombe",21,"2",2011,112863.8359375,0,0,0,0,29.2099990844727,55.0400009155273,20,219,1680,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.7496004104614,35.632999420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",3,NA
"3431",3431,309017200060,0,0,0,0,0,6,2,0,6,4,1,0,2,0,6,6,"christianity",0,"2","1","2",2,0,0,"Phalombe",21,"2",2011,97787.6953125,0,0,0,0,29.4300003051758,54.6300010681152,15,219,1680,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.7496004104614,35.632999420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",3,11
"3432",3432,309017200068,0,0,0,0,50,7,0,3,7,2,0,0,0,0,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",22,"2",2011,68941.046875,0,0,0,0,29.4300003051758,54.6300010681152,15,219,1680,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,12,NA,NA,-15.7496004104614,35.632999420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",6,NA
"3433",3433,309017200076,0,0,0,0,0,7,0,0,7,2,0,0,0,0,7,7,"christianity",0,"1","3","1",3,0,0,"Phalombe",22,"2",2011,50179.078125,0,0,0,0,30.5499992370605,54.9000015258789,13,219,1673,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.7496004104614,35.632999420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",3,1
"3434",3434,309017200108,0,0,0,0,20,7,5,4,7,4,5,0,7,7,7,7,"christianity",1,"1","1","1",3,0,0,"Phalombe",22,"2",2011,151176.34375,612.629577636719,612.629577636719,0,0,29.4799995422363,53.6699981689453,13,219,1669,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.7496004104614,35.632999420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",3,NA
"3435",3435,309017200116,0,0,0,0,12,7,0,1,7,1,0,0,0,0,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",22,"2",2011,49428.0625,1602.26208496094,0,0,1602.26208496094,29.8299999237061,53.2700004577637,14,219,1660,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,7,NA,NA,-15.7496004104614,35.632999420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",4,NA
"3436",3436,309017200131,0,0,0,0,57,7,2,0,7,1,1,0,0,0,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",22,"2",2011,118907.875,0,0,0,0,30.0300006866455,53.5699996948242,13,219,1660,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,12,NA,NA,-15.7496004104614,35.632999420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",6,NA
"3437",3437,309017200139,0,0,0,0,6,7,1,0,7,4,0,0,3,0,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",22,"2",2011,91624.140625,0,0,0,0,30.0599994659424,53.7099990844727,13,219,1669,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.7496004104614,35.632999420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",3,5
"3438",3438,309017200147,0,0,0,0,8,7,4,2,7,0,0,0,4,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",21,"2",2011,95814.8984375,0,0,0,0,29.8700008392334,54,14,219,1669,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.7496004104614,35.632999420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",4,NA
"3439",3439,309017200163,0,0,0,0,2,7,0,0,7,0,0,0,0,0,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",21,"2",2011,39154.390625,0,0,0,0,29.9200000762939,54.2299995422363,16,219,1671,0,2010,1,0,"Cancer",NA,0,NA,1,NA,NA,0,6,NA,NA,-15.7496004104614,35.632999420166,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"PH_021",3,NA
"3440",3440,309017320004,0,0,0,0,24,7,2,5,4,1,2,0,0,0,7,7,"christianity",0,"3","3","3",1,0,0,"Phalombe",6,"9",2010,158532.640625,0,0,0,0,28.4300003051758,60.4000015258789,12,216,1740,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,10
"3441",3441,309017320011,0,0,0,0,12,7,0,3,7,5,2,4,7,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",2,"9",2010,613533.0625,736.961486816406,736.961486816406,0,0,28.1599998474121,60.1800003051758,12,217,1735,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA
"3442",3442,309017320017,0,0,0,0,36,7,3,0,7,1,0,0,7,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",3,"9",2010,165897.296875,294.784576416016,294.784576416016,0,0,28.1700000762939,60.1500015258789,20,217,1735,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,12
"3443",3443,309017320024,0,0,0,0,72,7,1,1,7,3,0,0,3,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",5,"9",2010,175926.65625,1473.92297363281,1473.92297363281,0,0,28.1800003051758,60.1199989318848,13,217,1735,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,8
"3444",3444,309017320031,0,0,0,0,0,7,3,2,7,3,0,0,7,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",4,"9",2010,131495.53125,2040.81640625,0,0,2040.81640625,28.0900001525879,60.1300010681152,21,217,1735,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA
"3445",3445,309017320044,0,0,0,0,16,7,2,3,7,3,0,0,3,0,7,7,"christianity",0,"2","1","2",2,0,0,"Phalombe",2,"9",2010,155174.609375,0,0,0,0,25.6900005340576,62.9099998474121,11,206,1782,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5,4
"3446",3446,309017320051,0,0,0,0,0,7,2,5,4,6,2,0,4,7,7,7,"christianity",0,"3","1","3",1,0,0,"Phalombe",3,"9",2010,176179.875,589.569152832031,589.569152832031,0,0,28.1100006103516,60.7299995422363,12,216,1740,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA
"3447",3447,309017320058,0,0,0,0,8,7,0,5,6,3,0,0,0,0,7,7,"christianity",0,"2","1","2",2,0,0,"Phalombe",4,"9",2010,72226.7578125,1179.13830566406,1179.13830566406,0,0,28.3799991607666,60.7200012207031,13,216,1740,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5,12
"3448",3448,309017320078,0,0,0,0,66,7,1,2,5,3,1,0,7,7,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",2,"9",2010,242765.015625,0,0,0,0,28.3099994659424,60.6300010681152,14,216,1740,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,12
"3449",3449,309017320084,0,0,0,0,56,7,2,1,1,2,0,0,7,0,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",3,"9",2010,221421.328125,612.244934082031,0,0,612.244934082031,28.3299999237061,60.5800018310547,12,216,1740,0,2010,0,0,"Malaria",NA,0,NA,1,NA,NA,0,5,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA
"3450",3450,309017320091,0,0,0,0,18,7,0,0,3,4,0,0,7,7,7,7,"christianity",1,"2","1","2",2,0,0,"Phalombe",4,"9",2010,149639.609375,0,0,0,0,28.4200000762939,60.7000007629395,13,216,1740,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA
"3451",3451,309017320098,0,0,0,0,4,7,0,1,7,1,0,0,7,7,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",6,"9",2010,140196.21875,0,0,0,0,28.0699996948242,59.2200012207031,13,218,1715,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA
"3452",3452,309017320111,0,0,0,0,1,6,0,0,6,0,0,0,0,1,6,6,"christianity",0,"1","1","1",3,0,0,"Phalombe",3,"9",2010,61689.34765625,0,0,0,0,28.8299999237061,60.7099990844727,11,216,1740,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,3
"3453",3453,309017320118,0,0,0,0,1,7,1,2,7,1,2,0,3,1,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",4,"9",2010,332036,0,0,0,0,29.2600002288818,60.2299995422363,11,214,1743,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA
"3454",3454,309017320125,0,0,0,0,0,7,0,2,5,2,0,0,1,1,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",3,"9",2010,112947.671875,0,0,0,0,29.1800003051758,60.4799995422363,11,214,1743,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA
"3455",3455,309017320138,0,0,0,0,6,7,0,1,4,3,0,0,3,2,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",2,"9",2010,152606.390625,0,0,0,0,26.3899993896484,61.8800010681152,13,213,1765,0,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.78600025177,35.6800994873047,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA
"3456",3456,309017560002,0,1,1,0,2,7,0,0,7,2,0,0,7,0,7,0,"christianity",0,"2","2","2",2,0,0,"Phalombe",8,"3",2011,62416.62890625,0,0,0,0,35.7799987792969,39.6399993896484,13,223,1491,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,-15.5961999893188,35.6271018981934,TRUE,"PH_012","School",0,1,352,1,"PH_012",0,NA,0,NA,1,"PH_012",1,"PH_012",1,"PH_012",4,NA
"3457",3457,309017560007,0,1,1,0,50,7,1,1,7,3,0,0,7,0,7,0,"christianity",0,"2","2","2",2,0,0,"Phalombe",8,"3",2011,99494.34375,0,0,0,0,35.7599983215332,39.6399993896484,14,223,1491,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,-15.5961999893188,35.6271018981934,TRUE,"PH_012","School",0,1,352,1,"PH_012",0,NA,0,NA,1,"PH_012",1,"PH_012",1,"PH_012",2,NA
"3458",3458,309017560010,0,1,1,0,12,7,0,3,7,6,0,0,7,7,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",9,"3",2011,200881.90625,0,0,0,0,35.7400016784668,39.5900001525879,17,223,1491,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,-15.5961999893188,35.6271018981934,TRUE,"PH_012","School",0,1,352,1,"PH_012",0,NA,0,NA,1,"PH_012",1,"PH_012",1,"PH_012",2,NA
"3459",3459,309017560013,0,1,1,0,6,7,0,1,7,1,0,0,0,0,0,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",9,"3",2011,78869.4921875,0,0,0,0,35.4900016784668,39.3300018310547,17,223,1491,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,-15.5961999893188,35.6271018981934,TRUE,"PH_012","School",0,1,352,1,"PH_012",0,NA,0,NA,1,"PH_012",1,"PH_012",1,"PH_012",5,NA
"3460",3460,309017560018,0,1,1,0,42,7,0,1,7,2,0,0,0,0,7,7,"christianity",0,"1","1","1",3,0,0,"Phalombe",9,"3",2011,89948.7890625,0,0,0,0,35.4700012207031,39.2900009155273,17,223,1487,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,-15.5961999893188,35.6271018981934,TRUE,"PH_012","School",0,1,352,1,"PH_012",0,NA,0,NA,1,"PH_012",1,"PH_012",1,"PH_012",7,5
"3461",3461,309017560021,0,1,1,0,25,7,0,6,7,3,3,0,7,7,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",9,"3",2011,123083.9296875,0,0,0,0,35.439998626709,39.25,17,223,1487,1,2010,1,0,"Other (Specify)",NA,1,10000,1,NA,NA,0,10,NA,NA,-15.5961999893188,35.6271018981934,TRUE,"PH_012","School",0,1,352,1,"PH_012",0,NA,0,NA,1,"PH_012",1,"PH_012",1,"PH_012",5,NA
"3462",3462,309017560023,0,1,1,0,40,7,2,2,7,2,0,0,7,0,7,7,"christianity",0,"2","2","2",2,0,0,"Phalombe",8,"3",2011,155387.796875,0,0,0,0,35.9000015258789,39.7400016784668,14,223,1491,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,-15.5961999893188,35.6271018981934,TRUE,"PH_012","School",0,1,352,1,"PH_012",0,NA,0,NA,1,"PH_012",1,"PH_012",1,"PH_012",5,NA
"3463",3463,309017560026,0,1,1,0,42,7,0,0,7,2,0,0,0,0,7,7,"christianity",0,"1","2","1",3,0,0,"Phalombe",8,"3",2011,116905.9140625,2424.83032226562,0,0,2424.83032226562,36.0200004577637,39.8400001525879,16,223,1491,1,2010,1,0,NA,NA,NA,NA,NA,NA,NA,0,11,NA,NA,-15.5961999893188,35.6271018981934,TRUE,"PH_012","School",0,1,352,1,"PH_012",0,NA,0,NA,1,"PH_012",1,"PH_012",1,"PH_012",6,NA
"3464",3464,309017560031,0,1,1,0,18,7,1,0,7,6,0,0,0,0,7,7,"christianity",0,"2","1","2",2,0,0,"Phalombe",8,"3",2011,131938.40625,0,0,0,0,35.1399993896484,38.939998626709,13,223,1487,1,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,12,NA,NA,-15.5961999893188,35.6271018981934,TRUE,"PH_012","School",0,1,352,1,"PH_012",0,NA,0,NA,1,"PH_012",1,"PH_012",1,"PH_012",6,4
